Name,Country,Status,Formed In,Genre,Theme,Active,Spotify Popularity,Total Followers On Spotify
Dimness,Sweden,Split-up,1995,Black/Death Metal,Unknown,1995-2000,0,0
Dimness Eterna,Argentina,Unknown,2001,Black/Death Metal,Unknown,2001-?,0,0
Dimorph,Germany,Split-up,2003,Groove/Death Metal,Unknown,2003-2015,0,0
Dio Can,Italy,Split-up,2007,Death Metal/Grindcore,Anti-Christian| Blasphemy Issues| Veronese Comedy,2007-?,0,0
Diocletian,New Zealand,Active,2004,Black/Death Metal,War| Apocalyptic| Violence,2004-2015| 2016-present,25,13470
Diorese,Brazil,Active,2009,Death Metal/Goregrind,Indigenous Culture and Mythology| Death,2009-present,0,0
Diosdeira,Mexico,Active,2004,Death/Thrash Metal,Anti-Religion| Social Issues,2004-present,0,0
Dioxine,France,Split-up,2004,Death/Thrash Metal,Unknown,2004-2009,0,0
Diphtheria,Finland,Changed name,2005,Death Metal/Grindcore,Death| Society,2005-?| ?-present (as Evolved as None),0,0
Dipsomania,Germany,Active,1988,Death/Thrash Metal,Unknown,1988-present,0,0
Dirae,Czech Republic,Split-up,n,Death/Black Metal,Unknown,,0,0
Dire Crown,Malaysia,Active,2010,Thrash/Death Metal,Hatred| political| anti religious extremism| social injustice| discriminations,2010-present,0,0
Dire Omen,Canada,Active,2008,Death/Black Metal,Misanthropy| Death| Hatred,2008-present,0,0
Direblaze,Australia,Active,2011,Thrash/Death Metal,Unknown,2011-present,0,51
Dirge for a Plague,Mexico,Active,n,Death/Doom Metal,Unknown,,0,0
Dirigiri,United States,Active,2004,Death/Thrash Metal,Death| Dark humor| Brutality,2004-present,0,0
Dirt Worshipper,United States,Active,n,Black/Death Metal,Unknown,,0,0
Dirtnapp,United States,Split-up,1999,Death/Thrash Metal,Battles,1999-?,0,0
Dirty Playground,Germany,Split-up,2003,Thrash/Death Metal,Death| Gore| Porn,2003-?,0,0
DIS,United States,On hold,2003,Black/Death Metal,Politics| Justice| Quantum physics| Truth| Future,2003-present,0,0
Dis Gob,Spain,Active,2015,Black/Death Metal,Satanism| Magic| Rituals,2015-present,0,0
Disablust,France,Split-up,2004,Thrash/Death Metal,Personal Feelings,2004-?,0,0
Disact,Russia,Active,2010,Death Metal/Grindcore,Unknown,2010-present,0,0
Disarm,United States,Split-up,n,Death/Thrash Metal,Unknown,,0,0
Disarticulation,Australia,Changed name,2006,Death Metal/Deathcore,Gore| Cryptic| Abstract,?-? (as Entry Denied)| ?-? (as Delusion of the Dead Aggression)| 2006-2009| 2009-2012 (as Requiem of Prague),0,0
Disaster,Canada,Changed name,1989,Death/Thrash Metal,Gore,1989-?,0,0
Disaster,Slovakia,Split-up,2003,Thrash/Death Metal,Unknown,2003-2010,0,0
Disaster KFW,Germany,Active,1985,Death Metal/Grindcore,Death| Gore,?-? (as Huricane)| ?-? (as Die Schleifers)| ?-? (as Speed Metal King)| 1985-? (as Disaster Klassischer Friedhof Weimar)| ?-present,0,0
Disasterhate,Italy,Active,2005,Death/Thrash Metal,Apocalyptic End of Blind Humanity| Death| Isanity,2005-present,0,0
Discard,Finland,Split-up,2004,Death/Thrash Metal,Individualism| Hate,2004-?,0,0
Discarnate,United Kingdom,Split-up,1992,Thrash/Death Metal,Unknown,1992-?,0,0
Discarnated,Croatia,Split-up,n,Death/Thrash Metal,Unknown,,0,0
Discern,United States,Active,1997,Death/Thrash Metal,Christianity,1997-present,0,0
Discerp,Canada,Active,2006,Death/Black Metal,Unknown,2006-present,0,0
Disciples,Brazil,Active,2011,Thrash/Death Metal,Society| Death| Dreams| Fantasy| Killer| Rock'n Roll| War| Torture,2011-present,0,0
Disciples of Power,Canada,Active,1987,Thrash/Death Metal,Darkness| Violence| Occultism,1986-1987 (as Warthorn)| 1987-2003| 2012-present,0,0
Discipline-M,Austria,Active,2004,Death/Black Metal,Unknown,1997-2004 (as Perished)| 2004-present,0,0
Discomposure,Denmark,Split-up,1993,Death/Thrash Metal,Unknown,1991-1993 (as Bloodcurdling Blandishments)| 1993-?,0,0
Disconsolate,Netherlands,Split-up,1998,Death/Doom Metal,Unknown,1998-?,0,0
Discorde,France,Split-up,n,Death/Thrash Metal,Unknown,,0,0
Discordia,El Salvador,Active,2010,Death Metal/Grindcore,Death| Violence| Social Issues,2010-present,0,0
Discrete Corporality,Japan,Active,n,Death Metal/Grindcore,Unknown,,0,0
Discrucior,Estonia,Split-up,1993,Death/Doom Metal,Dark Dreams| Sorrow,1993-2000,0,0
Disease Enthusiasm,Czech Republic,Split-up,n,Death/Doom Metal,Unknown,,0,0
Diseased,Poland,Split-up,2001,Thrash/Death Metal,Fear| Death| Pain,2001-?,0,0
Disembodiment,Philippines,Split-up,2009,Death Metal/Grindcore,Horror| Violence| Gore| Satanism,2009-2013,6,471
Disembowel,Netherlands,Split-up,1989,Death Metal/Grindcore,Gore,1989-1992,9,2574
Disemboweled Corpse,United States,Split-up,n,Death Metal/Grindcore,Hell| Death,,0,0
Disembowelment,Australia,Split-up,1989,Doom/Death Metal,Depression| Death| Mysticism,1989-1993,17,8336
Disemburied,Panama,Active,1992,Death/Doom Metal,Death| Darkness| Evil,1991 (as Sarcoma)| 1991-1992 (as Burial)| 1992-present,0,0
Disengaged,United States,Active,2009,Heavy/Death Metal,Unknown,2008-2009 (as Nitro Corpse)| 2009-present,0,0
Disfigured,Czech Republic,Unknown,1995,Death Metal/Grindcore,Politics,1995-?,0,0
Disfigured,Serbia,Split-up,1993,Death Metal/Grindcore,Death| Gore| Violence| Killing,1992-? (as Nefas)| 1993-1996,0,0
Disfigured Corpse,Czech Republic,Active,1991,Death Metal/Grindcore,Politics| System,1991-2011| 2016-present,0,0
Disfigured Victims,Sweden,Split-up,1998,Thrash/Death Metal,Death| Violence,1998-?,0,0
Disfigurehead,United States,Split-up,n,Thrash/Death Metal,Unknown,,0,0
Disfigurement,Russia,Active,1997,Death Metal/Grindcore,Gore| Sex,1997-2001| 2009-present,0,0
Disgorge,Germany,Split-up,1993,Death/Thrash Metal,Unknown,1993-1996,24,26936
Disgrace,Brazil,Split-up,2008,Death Metal/Grindcore,Blasphemy| War| Pain| Gore,2008-?,9,4396
Disgrace,United States,Active,2011,Death Metal/Hardcore,Hatred| Self-empowerment,2011-present,9,4396
Disgrace Suicide,Brazil,Active,2006,Grindcore/Death Metal,Chaos| Terror| Disgrace,2006-present,0,0
Disgraced,Sweden,Split-up,1995,Death/Black Metal,Unknown,1995-?,0,0
Disgracelator,Brazil,Split-up,2002,Death Metal/Grindcore,Unknown,2002-?,0,0
Disgracer,Spain,Active,2011,Thrash/Death Metal,Unknown,2011-present,0,0
Disharmonic Noise,Brazil,Active,1992,Grindcore/Death Metal,Political| Social Issues,1992-present,0,0
Disharmonical Tempest,Brazil,Split-up,1995,Doom/Death Metal,Christianity,1995-?,0,0
Disharmony,Greece,Active,1991,Black/Death Metal,Occultism| Pagan Lore| Lovecraft| Hindu Lore,1991-1995| 2014-present,0,0
Disillumination,Russia,Active,2014,Black/Death Metal,Hermeticism| Death| Decay| Occult,2014-present,0,0
Disincarnated,Paraguay,Active,1993,Death Metal/Grindcore,Gore,1991-1993 (as Crematorio)| 1993-1997| 2008-present,0,0
Disinfected,Indonesia,Active,1997,Death Metal/Grindcore,Violence| Hatred (early)| Sociopolitical Criticism (later),1997-present,5,182
Disintegrating Universe,United Kingdom,Active,n,Black/Death Metal,Unknown,,0,0
Disinter,Argentina,Split-up,1995,Death/Thrash Metal,Unknown,1995-?,0,0
Disinter,Romania,Changed name,1993,Doom/Death Metal,Society,1993-2001| 2001-present (as Enitharmon),0,0
Disinter 666,Russia,Active,2014,Thrash/Death Metal,Unknown,2014-present,0,0
Disinterred,United States,Split-up,2012,Death/Black Metal,Unknown,2012 (as Christhammer)| 2012-2014,0,0
Disjecta Membra,United States,Split-up,2001,Death Metal/Hardcore,Unknown,2001-?,0,0
Diskarial,France,Active,2003,Black/Death Metal,Unknown,2003-present,0,0
Dislessy,Italy,Split-up,1995,Thrash/Death Metal,Unknown,1995-?,0,0
Dismal Death,France,Split-up,1991,Death Metal/Grindcore,Anarchy| Ecology| Medias| Gore,1990-1994| 2007-2008,0,0
Dismayed,Italy,Split-up,2005,Thrash/Death Metal,Unknown,2005-2011,0,0
Dismember Life Body,Russia,Split-up,n,Death Metal/Grindcore,Unknown,,0,0
Dismembered Fetus,United States,Split-up,1991,Death Metal/Goregrind,Killing| Death| Hate,1991-1997,0,0
Dismembering the Members,Canada,Unknown,2003,Death Metal/Grindcore,Unknown,2003-?,0,0
Disminded,Germany,Active,2009,Death/Thrash Metal,Personal Struggle| Misanthropy| Desperation,2009-present,0,0
Dismorlech,Chile,Split-up,2002,Death Metal/Grindcore,Gore| Putrefaction,2002-?,0,0
Dismorphia,Turkey,Split-up,n,Doom/Death Metal,Unknown,,0,0
Disobey,United States,Active,2007,Black/Death Metal,Unknown,2007-present,0,0
Disobeyed,Malaysia,Active,2011,Death/Black Metal,War| Demons,2011-present,0,0
Disorder,El Salvador,Active,1994,Death/Thrash Metal,Violence and horrors of the Salvadorean civil war,1994-2002| 2011-present,0,0
Disorder,Poland,Split-up,1992,Death/Thrash Metal,Society| Life,1992-?,0,0
Disown to Alive,Italy,Split-up,1999,Power/Death Metal,Unknown,1999-?,0,0
Dispair,Czech Republic,Split-up,1999,Thrash/Death Metal,Brutality| Death,1999-?,0,0
Dispater,United States,Split-up,n,Death/Thrash Metal,Unknown,,0,0
Dispensary,Russia,Split-up,1985,Thrash/Death Metal,Unknown,1985-2000,0,0
Dispersal,Greece,Active,2013,Thrash/Death Metal,Unknown,2013-present,0,0
Dispondency,United States,Split-up,1992,Death/Thrash Metal,Unknown,1990-1992 (as Contamin Mortalis)| 1992-?,0,0
Disposal,Finland,Changed name,n,Death/Thrash Metal,Unknown,,0,0
Disposal of Humanity,Germany,Unknown,2007,Death Metal/Grindcore,Unknown,2007-?,0,0
Disposed to Mirth,Germany,Split-up,2007,Death Metal/Metalcore,Unknown,2007-2012,0,0
Dispotion,Germany,Active,2006,Death/Groove Metal,Unknown,2006-present,0,0
DisQuieT,Poland,Active,2006,Death/Progressive Metal,Life| Reality,2006-present,0,0
Disrupted,Mexico,Active,2013,Death/Thrash Metal,Madness| Society| Universe,2013-present,10,1934
Disrupted,Mexico,Active,2013,Death/Thrash Metal,Madness| Society| Universe,2013-present,2,711
Disruption,Brazil,Active,2015,Death/Black Metal,Miscellaneous,2015-present,0,0
Dissected,Greece,Active,1997,Death Metal/Grindcore,Gore,1997-present,0,0
Dissected Life,Germany,Split-up,2003,Thrash/Death Metal,Unknown,? (as Hostage Killers)| 2003-?,0,0
Dissecting a Horrid Mind,Germany,Active,2010,Death Metal/Deathcore,Unknown,2010-present,0,0
Dissection,Croatia,Changed name,1991,Death/Thrash Metal,Depression| Anger,1991-1994| 1994-1996 (as Aeon),46,131273
Dissection,Poland,Split-up,1990,Grindcore/Death Metal,Gore| Life and Death,1990-1991,46,131273
Dissector,Brazil,Split-up,1987,Black/Death Metal,Unknown,1987 (as Cerimonial Funebre)| 1987-?,0,0
Dissector,United States,Active,2001,Death Metal/Grindcore,Zombies| Evil| Corruption of the World,2001-present,0,0
Dissectrophy,United Kingdom,Active,2011,Death/Thrash Metal,Unknown,2011-present,0,0
Disseized,Canada,Split-up,2004,Death Metal/Grindcore,Unknown,2004-?,0,0
Dissektist,Korea| South,Active,2012,Death Metal/Grindcore,Unknown,2012-2014 (as Ignite a Fire)| 2014-present,0,0
Dissektor,Colombia,Active,2001,Death/Thrash Metal,Human power,2001-present,0,0
Dissent,United States,Active,2004,Death/Groove Metal,Unknown,2004-present,0,0
Dissent,United States,Split-up,1995,Death/Thrash Metal,Unknown,1995-2001,0,0
Dissention,Colombia,Active,2007,Death/Thrash Metal,Death| Violence| Social Issues| Anger,2007-present,0,0
Dissention,United Kingdom,Split-up,2005,Deathcore/Death Metal,Unknown,2005-2010,0,0
Dissidence,Canada,Split-up,1992,Death/Thrash Metal,Unknown,1992-2009,0,0
Dissident,Russia,Split-up,2006,Thrash/Death Metal,Unknown,2006-?,0,0
Dissipation,United States,Active,2009,Black/Death Metal,Death worship| Occult| Devils,2009-present,0,0
Dissociation,United Kingdom,On hold,2004,Death/Doom Metal,Serial Killers and Gore,2004-2010,0,0
Dissolute Paradise,Germany,Split-up,1992,Gothic/Death Metal,Dark Medieval Times,1992-?,0,0
Dissolved,Indonesia,Active,2002,Death Metal/Grindcore,Unknown,2002-2007| 2012-present,0,0
Dissolving of Prodigy,Czech Republic,Split-up,1993,Doom/Death Metal,Romance| Suffering| Mythology,1989-1993 (as Bigotry)| 1993-2013,0,0
Dissouled,Germany,Split-up,2004,Death Metal/Grindcore,Humorous Death| Gore| Life in Modern Age,2004-2013| 2016,0,0
Dissymmetry,Australia,Active,2001,Black/Death Metal,Gore| Horror,2001-present,0,0
Distant Shapes,Slovakia,Active,2016,Death/Doom Metal,Sorrow| Emptiness| Death,2016-present,0,0
Distarnish,Brazil,Split-up,2001,Doom/Death Metal,Christianity,2001-2009,0,0
Distaste,Austria,Active,2000,Grindcore| Brutal Death Metal,Death| Social Issues| Politics,2000-present,0,0
Distilled Blood,United States,Active,2007,Death/Black Metal,Unknown,2007-present,0,0
Distorment,Bulgaria,Split-up,2004,Metalcore with Death Metal influences,Life and things that happen every day,2004-?,0,0
Distorted,Belgium,Split-up,2003,Thrash/Death Metal,Decline| Negativity,2003-?,0,0
Distorted Mind,United States,Split-up,2003,Doom/Death Metal,Depression| Personal Angst| Anti-Religion,2003-2006,0,0
Distortion,United Kingdom,Split-up,2004,Death/Thrash Metal,Unknown,2004-2009,0,0
Distortion of Perception,Greece,Active,2003,Death/Thrash Metal,Social matters| life to death,2003-present,0,0
Distortum,Argentina,Active,1996,Grindcore/Death Metal,Unknown,1996-present,0,0
Distraught,Belgium,Changed name,1994,Black/Death Metal,Unknown,1996-1997| 1997-2001 (as Butchered),0,0
Distraught,Mexico,Split-up,1993,Death Metal/Grindcore,Unknown,1990-1993 (as Faecal Tripe)| 1993-?,0,0
Distress,Switzerland,Split-up,n,Grindcore/Death Metal,Unknown,,0,0
Districtus,United Kingdom,Unknown,2004,Death/Thrash Metal,Unknown,2004-?,0,0
Distruzione di Massa,Italy,Active,2004,Death Metal/Grindcore,Societal Hate,2004-present,0,0
Diva,Brazil,Split-up,2006,Death/Thrash Metal,War,2006-?,0,0
Divergence,United States,Active,2011,Technical Death Metal| Deathcore,Unknown,2013-present,0,0
Dividebyzero,Australia,Split-up,2001,Death Metal/Grindcore,Unknown,2001-?,0,0
Divine,Sweden,Unknown,2001,Black/Death Metal,Unknown,2001-?,0,0
Divine Chaos,United States,Split-up,n,Black/Death Metal,Unknown,,0,0
Divine Empire,United States,Unknown,1997,Death/Thrash Metal,Murder| Death,1997-?,7,1110
Divine Genocide,Germany,Split-up,1996,Death/Thrash Metal,Death| Destruction,1996-?,0,0
Divine Hatred,Indonesia,Active,1996,Thrash/Death Metal,Disaster| Social-Politic,1995-1996 (as Murka)| 1996-present,0,0
Divine Infamy,United States,Split-up,2008,Black/Death Metal,Mysticism,2008-2012| 2014-2015,0,0
Divine Insanity,Poland,Split-up,2004,Thrash/Death Metal,Philosphy| Nihilism|,2004-2005 (as Overlord)| 2005-?,0,107
Divine Misery,United States,Split-up,1999,Black/Death Metal,Unknown,1995-1999 (as Threnody)| 1999-?,0,0
Divine Noise Attack,Germany,Active,2002,Death Metal/Grindcore,Unknown,1994-2002 (as Cornucopia)| 2002-present,0,0
Division Vansinne,Sweden,Active,2008,Black/Death Metal,Unknown,2008-present,0,0
Divus Kirius,Venezuela,Active,n,Thrash/Death Metal,Christianity,,0,0
Dizkord,United States,Active,2001,Death Metal/Grindcore,Unknown,2001-present,0,0
Djævles Skrig,Denmark,Active,2015,Black/Death Metal,Demons| Hauntings| Possessions| Exorcism| Death| Darkness,2015-present,0,0
Do or Die,United States,Split-up,n,Thrash/Death Metal,Christianity,,0,0
Docnargath,Brazil,Unknown,2001,Doom/Death Metal,Christianity,2001-?,0,0
Dodge of Death,Finland,Split-up,2002,Black/Death Metal,Unknown,2002-?,0,0
Dog Faced Gods,Sweden,Split-up,1997,Death/Thrash Metal,Life| Destruction,1997-2006,0,0
Dog Snot,United Kingdom,Active,2011,Death Metal/Grindcore,Dark Humour| Politics| Society,2011-present,0,0
Doggo,Italy,Split-up,2001,Groove/Death Metal,War| Mankind| Violence,2001-?,0,0
Dogma,Italy,Split-up,2004,Thrash/Death Metal,Unknown,2004-2013,0,0
Dogma,Italy,Split-up,1995,Death/Thrash Metal,Unknown,1995-?,0,0
Dogma,Poland,Split-up,1997,Thrash/Death Metal,Unknown,1997-?,0,0
Dogmahollow,United States,Active,2005,Black/Death Metal,Unknown,2005-present,0,0
Dogmat,Ukraine,Split-up,2001,Death/Black Metal,Unknown,2000-2001 (as Bloodthirsty Sebeck)| 2001-2006,0,0
Dogmatic State,France,Split-up,n,Death Metal/Grindcore,Unknown,,0,0
Dogon,Italy,Split-up,n,Death/Doom Metal,Unknown,,0,0
Doktrinity,Indonesia,Active,2009,Death Metal/Grindcore,Unknown,2009-present,0,0
Dolmen,Hungary,Split-up,1998,Doom/Death Metal,Unknown,1998-?,0,0
Dolmen,United States,Changed name,1989,Death/Thrash Metal,Occultism| Warfare,1989-1990| 1990 (as Azathoth)| 1990 (as Eternus)| 1990 (as Necrotic)| 1990-present (as Absu),0,0
Dolor al Reves,Russia,Changed name,1999,Doom/Death Metal,Eternal Life| Death| Philosophy,1999-2002| 2002-present (as Sacratus),0,0
Dolor Ante Lucem,Poland,Split-up,1994,Death/Doom Metal,Unknown,1994-?,0,0
Domain Malevolence,United States,Split-up,1999,Black/Death Metal,Dark/Evil Themes,1999-?,0,0
Domestic Violence,Netherlands,On hold,1999,Thrash/Death Metal,Anti-Christianity| Vengeance,1991-present (as Excalibur)| 1992-1994 (as Dela)| 1999-present,0,0
Domesticide,United States,On hold,2003,Death Metal/Grindcore,Religion| War| Personal Struggle,2003-?,0,0
Dominance,Israel,Split-up,n,Death Metal/Grindcore,Unknown,,0,77
Domination,Canada,Active,n,Thrash/Death Metal,Unknown,,0,0
Domination,France,Split-up,1998,Black/Death Metal,Unknown,1998-?,0,0
Domination,United Kingdom,Split-up,1994,Death/Black Metal,Anti-Christian| Misanthropy,1994-?,0,0
Domine Hate,Belgium,Active,2003,Thrash/Death Metal,Cannibalism| Gore| Lust,2003-present,0,0
Dominio,Italy,Changed name,1995,Thrash/Death Metal,Unknown,1995-?| ?-? (as Neonsun),0,0
Dominion of Suffering,Slovakia,On hold,2008,Death/Black Metal,Death| Darkness| Cruelty| Gore,2008-?,0,0
Dominions of Our Endeavor,United States,Active,1997,Black/Death Metal,Satanism| Occult,1997-2004| 2013-present,0,0
Dominus,Chile,Changed name,1992,Death/Black Metal,Anti-Christianity| Occultism| Satanism,1992-1998| 1998-2000 (as Dominus Xul)| 2010-present (as Dominus Xul),0,0
Dominus,United States,Split-up,n,Death/Thrash Metal,Unknown,,0,0
Doom Architect,Russia,Active,2013,Doom/Death Metal,Unknown,2013-present,0,0
Doom Cabalistic Culture,Russia,Split-up,n,Doom/Death Metal,Unknown,,0,0
Doom of Destiny,Germany,Split-up,2007,Death/Black Metal,Unknown,2007-?,0,0
Doom Snake Cult,United States,Split-up,1987,Doom/Death Metal,Doom| Drugs| Rituals,1987-?,1,213
Doom Tiger,United States,Active,n,Death/Doom Metal,Unknown,,0,0
Doombringer,Germany,Active,n,Death/Thrash Metal,Unknown,,0,0
Doombringer,Poland,Active,2007,Death/Black Metal,Necronomicon| Doom| Darkness,2007-present,0,0
Doomdozer,Ukraine,Active,2004,Industrial/Death Metal,Unknown,2004-present,0,0
Doomed,Germany,Active,2011,Death/Doom Metal,Unknown,2011-present,0,0
Doomentor,Germany,Active,n,Death/Doom Metal,Death,2011-present,0,0
Doomicial,United States,Split-up,n,Death/Thrash Metal,Unknown,,0,0
DoomMaker,France,Split-up,2000,Death/Thrash Metal,Unknown,2000-?,0,0
Doomortalis,Mexico,Active,2011,Death/Doom Metal,Death| Doom| Blasphemy,2011-present,0,0
Doomsayer,Italy,Split-up,1992,Thrash/Death Metal,Anti-Christian| Darkness,1989-1990 (as E.N.D.)| 1990-1992 (as Merciless)| 1992-?,0,0
Doomsayer,United States,Split-up,n,Death/Thrash Metal,Unknown,,0,0
Doomsayer,United States,Split-up,1995,Death/Black Metal,Unknown,1995-?,0,0
Doomsday,Chile,Active,2008,Death/Black Metal,Political| Anti-Religion| Chaos| Nature,2008-present,0,0
Doomsday,Spain,Split-up,1989,Thrash/Death Metal,Unknown,1989-?,0,0
Doomsday,United States,Split-up,1994,Thrash/Death Metal,Blood| Crime,1994-?,0,0
Doomsday Machine,United States,Active,2011,Death/Black Metal,Unknown,2011-present,0,0
Doomslaughter,Belarus,Active,2011,Black/Death Metal,Death| Perversion| Satanism,2011-present,0,0
DopeSick,Austria,Active,2004,Death/Black Metal,Satanism| Hate| Murder,2004-present,0,0
DorEterna,United Kingdom,Split-up,2002,Black/Death Metal,Pain| Death| Misery,2002-2008,0,0
Dormant Inferno,India,Active,2009,Death/Doom Metal,Death| Despair| Love| Addiction| Personal struggles,2009-present,0,0
Dos Dias de Sangre,Germany,Active,2005,Death Metal/Hardcore,Unknown,2005-present,0,0
Doubled Over,Australia,Active,2007,Death Metal/Grindcore,Unknown,2007-2011| 2013-present,0,0
Dovmont,Russia,Split-up,1992,Thrash/Death Metal,Unknown,1991-1992 (as Реактор)| 1992-1995,0,0
Down Factor,United States,Split-up,1996,Thrash/Death Metal,Unknown,1996-1998 (as Kain)| 1998-2007,0,0
